dataset,container_shape,ALG,Select_range,PES,OES,best_N_mean,best_N_std,best_U_star_mean,best_U_star_std,origin_N_mean,origin_N_std,origin_U_star_mean,origin_U_star_std,time_cost_s_mean,time_cost_s_std,n_seeds
Merged1_normal,cylinder,fixed_CA,bottom_top,minimum_length_of_edges_of_AABB,maximum_connected_space,1.8,0.4472135954999579,0.2650089836855321,0.011303221458783633,1.8,0.4472135954999579,0.2650089836855321,0.011303221458783633,108.38112325668335,1.2552279953116698,5
Merged1_normal,cylinder,fixed_CA,bottom_top,minimum_length_of_edges_of_AABB,minimum_bb_volume,1.6,0.5477225575051661,0.27091678423980203,0.00949779347277561,1.6,0.5477225575051661,0.27091678423980203,0.00949779347277561,108.1755506515503,1.8368462721331327,5
Merged1_normal,cylinder,fixed_CA,bottom_top,minimum_length_of_edges_of_AABB,waste_overlap_distance,1.8,0.4472135954999579,0.2648360619320823,0.010852657371084318,1.8,0.4472135954999579,0.2648360619320823,0.010852657371084318,110.33162913322448,2.9782992239406694,5
Merged1_normal,cylinder,fixed_CA,bottom_top,minimum_volume_of_AABB,maximum_connected_space,1.8,0.4472135954999579,0.23977462576086656,0.03105670133794775,1.8,0.4472135954999579,0.23977462576086656,0.03105670133794775,108.86543316841126,1.8279353219311394,5
Merged1_normal,cylinder,fixed_CA,bottom_top,minimum_volume_of_AABB,minimum_bb_volume,1.8,0.4472135954999579,0.26076442303913216,0.013004143736453345,1.8,0.4472135954999579,0.26076442303913216,0.013004143736453345,106.81863870620728,2.3147623226190377,5
Merged1_normal,cylinder,fixed_CA,bottom_top,minimum_volume_of_AABB,waste_overlap_distance,1.8,0.4472135954999579,0.26173123244370683,0.012886310124095897,1.8,0.4472135954999579,0.26173123244370683,0.012886310124095897,108.8624340057373,2.5245685791730503,5
Merged2_normal,cube,BLF,bottom_left_filling,None,height_only,3.0,0.0,0.3119904977864162,0.02445704193614044,3.0,0.0,0.3119904977864162,0.02445704193614044,29.685326766967773,1.7173265105433946,5
Merged2_normal,cube,fixed_CA,all,maximum_connected_space,maximum_connected_space,3.0,0.0,0.2875330093942339,0.01504301152263502,3.0,0.0,0.2875330093942339,0.01504301152263502,59.90847382545471,2.707147824576381,5
Merged2_normal,cube,fixed_CA,all,maximum_connected_space,minimum_bb_volume,3.0,0.0,0.28895238095238096,0.017839467552919326,3.0,0.0,0.28895238095238096,0.017839467552919326,60.7975832939148,2.7163199530566597,5
Merged2_normal,cube,fixed_CA,all,maximum_connected_space,waste_overlap_distance,3.0,0.0,0.3018612244897959,0.01371506998114944,3.0,0.0,0.3018612244897959,0.01371506998114944,59.25552220344544,2.5428008683853647,5
Merged2_normal,cube,fixed_CA,all,minimum_length_of_edges_of_AABB,maximum_connected_space,3.0,0.0,0.3042537091026887,0.007035881684334802,3.0,0.0,0.3042537091026887,0.007035881684334802,60.79829893112183,3.355135636311367,5
Merged2_normal,cube,fixed_CA,all,minimum_length_of_edges_of_AABB,minimum_bb_volume,3.0,0.0,0.2981882734045999,0.017236854021675223,3.0,0.0,0.2981882734045999,0.017236854021675223,59.41119899749756,2.0096070770665944,5
Merged2_normal,cube,fixed_CA,all,minimum_length_of_edges_of_AABB,waste_overlap_distance,3.0,0.0,0.3018632977000324,0.012882503489126193,3.0,0.0,0.3018632977000324,0.012882503489126193,59.80267481803894,1.9555621198594544,5
Merged2_normal,cube,fixed_CA,all,minimum_volume_of_AABB,maximum_connected_space,3.0,0.0,0.29224420688910485,0.012831561701699487,3.0,0.0,0.29224420688910485,0.012831561701699487,60.08569669723511,2.716443246063286,5
Merged2_normal,cube,fixed_CA,all,minimum_volume_of_AABB,minimum_bb_volume,3.0,0.0,0.30318842457617967,0.01628395850681529,3.0,0.0,0.30318842457617967,0.01628395850681529,59.516975498199464,2.7803395714072208,5
Merged2_normal,cube,fixed_CA,all,minimum_volume_of_AABB,waste_overlap_distance,3.0,0.0,0.3090877443040708,0.018539233986321683,3.0,0.0,0.3090877443040708,0.018539233986321683,57.772983932495116,2.847637140503721,5
Merged2_normal,cube,fixed_CA,bottom,maximum_connected_space,maximum_connected_space,2.6,0.5477225575051661,0.3431727891156463,0.03252648176779042,2.6,0.5477225575051661,0.3431727891156463,0.03252648176779042,47.14121890068054,2.167211953075686,5
Merged2_normal,cube,fixed_CA,bottom,maximum_connected_space,minimum_bb_volume,2.4,0.5477225575051662,0.33988675089083253,0.020095000784509622,2.4,0.5477225575051662,0.33988675089083253,0.020095000784509622,46.85762677192688,1.9075864409371106,5
Merged2_normal,cube,fixed_CA,bottom,maximum_connected_space,waste_overlap_distance,2.6,0.5477225575051661,0.3357843861354065,0.020369887599861046,2.6,0.5477225575051661,0.3357843861354065,0.020369887599861046,46.51609320640564,2.030516630027945,5
Merged2_normal,cube,fixed_CA,bottom,minimum_length_of_edges_of_AABB,maximum_connected_space,2.6,0.5477225575051661,0.3431727891156463,0.03252648176779042,2.6,0.5477225575051661,0.3431727891156463,0.03252648176779042,46.68526840209961,2.0460976960794257,5
Merged2_normal,cube,fixed_CA,bottom,minimum_length_of_edges_of_AABB,minimum_bb_volume,2.6,0.5477225575051661,0.33425686210992334,0.021189078424538314,2.6,0.5477225575051661,0.33425686210992334,0.021189078424538314,47.64557580947876,2.053212843204492,5
Merged2_normal,cube,fixed_CA,bottom,minimum_length_of_edges_of_AABB,waste_overlap_distance,2.8,0.4472135954999579,0.33015449735449737,0.020058929819492873,2.8,0.4472135954999579,0.33015449735449737,0.020058929819492873,47.04625964164734,2.356133025288555,5
Merged2_normal,cube,fixed_CA,bottom,minimum_volume_of_AABB,maximum_connected_space,2.6,0.5477225575051661,0.3394933592484613,0.036186422210377656,2.6,0.5477225575051661,0.3394933592484613,0.036186422210377656,46.887323713302614,2.006249746271887,5
Merged2_normal,cube,fixed_CA,bottom,minimum_volume_of_AABB,minimum_bb_volume,2.6,0.5477225575051662,0.3281174819134003,0.02723764444998159,2.6,0.5477225575051662,0.3281174819134003,0.02723764444998159,45.75858392715454,3.9069321064166584,5
Merged2_normal,cube,fixed_CA,bottom,minimum_volume_of_AABB,waste_overlap_distance,2.6,0.5477225575051661,0.32958911564625853,0.027459784563205848,2.6,0.5477225575051661,0.32958911564625853,0.027459784563205848,45.66655917167664,2.7483952215941096,5
Merged2_normal,cube,fixed_CA,bottom_top,maximum_connected_space,maximum_connected_space,2.8,0.4472135954999579,0.3289707806932297,0.016765266357527373,2.8,0.4472135954999579,0.3289707806932297,0.016765266357527373,48.07787356376648,0.953196412598308,5
Merged2_normal,cube,fixed_CA,bottom_top,maximum_connected_space,minimum_bb_volume,2.8,0.447213595499958,0.32699086491739554,0.013027385027160922,2.8,0.447213595499958,0.32699086491739554,0.013027385027160922,50.03669514656067,2.0915407741396588,5
Merged2_normal,cube,fixed_CA,bottom_top,maximum_connected_space,waste_overlap_distance,2.6,0.5477225575051661,0.3357843861354065,0.020369887599861046,2.6,0.5477225575051661,0.3357843861354065,0.020369887599861046,49.597568130493165,2.715156075564753,5
Merged2_normal,cube,fixed_CA,bottom_top,minimum_length_of_edges_of_AABB,maximum_connected_space,2.8,0.447213595499958,0.32969139401792463,0.05178740747291161,2.8,0.447213595499958,0.32969139401792463,0.05178740747291161,50.81556034088135,3.2295846170239186,5
Merged2_normal,cube,fixed_CA,bottom_top,minimum_length_of_edges_of_AABB,minimum_bb_volume,3.0,0.0,0.3186631249325127,0.007702072783329371,3.0,0.0,0.3186631249325127,0.007702072783329371,51.09110198020935,2.2196134662207307,5
Merged2_normal,cube,fixed_CA,bottom_top,minimum_length_of_edges_of_AABB,waste_overlap_distance,3.0,0.0,0.32118518518518513,0.008217436060475718,3.0,0.0,0.32118518518518513,0.008217436060475718,49.151062154769896,1.922711857704684,5
Merged2_normal,cube,fixed_CA,bottom_top,minimum_volume_of_AABB,maximum_connected_space,2.8,0.4472135954999579,0.33034220926465824,0.016429442182055623,2.8,0.4472135954999579,0.33034220926465824,0.016429442182055623,48.961506366729736,1.1722472743449988,5
Merged2_normal,cube,fixed_CA,bottom_top,minimum_volume_of_AABB,minimum_bb_volume,2.8,0.4472135954999579,0.3211331821617536,0.026901203324297237,2.8,0.4472135954999579,0.3211331821617536,0.026901203324297237,49.189822626113894,2.0532461139085485,5
Merged2_normal,cube,fixed_CA,bottom_top,minimum_volume_of_AABB,waste_overlap_distance,2.6,0.5477225575051661,0.3304614188532556,0.026668647407416615,2.6,0.5477225575051661,0.3304614188532556,0.026668647407416615,49.19579501152039,2.998635997321699,5
Merged2_normal,cylinder,BLF,bottom_left_filling,None,height_only,2.6,0.5477225575051661,0.2823869730677602,0.023916125634029877,2.6,0.5477225575051661,0.2823869730677602,0.023916125634029877,169.77227606773377,3.5076296259481317,5
Merged2_normal,cylinder,fixed_CA,all,maximum_connected_space,maximum_connected_space,3.0,0.0,0.24891331763042426,0.015225197929743785,3.0,0.0,0.24891331763042426,0.015225197929743785,228.6626880645752,4.031842801507173,5
Merged2_normal,cylinder,fixed_CA,all,maximum_connected_space,minimum_bb_volume,3.0,0.0,0.25176853895182916,0.01408931334788262,3.0,0.0,0.25176853895182916,0.01408931334788262,226.84451537132264,5.241283068658293,5
Merged2_normal,cylinder,fixed_CA,all,maximum_connected_space,waste_overlap_distance,3.0,0.0,0.2555555684750116,0.012738472584356529,3.0,0.0,0.2555555684750116,0.012738472584356529,227.95652074813842,6.471351272293467,5
Merged2_normal,cylinder,fixed_CA,all,minimum_length_of_edges_of_AABB,maximum_connected_space,3.0,0.0,0.26046615816929986,0.011042572854537152,3.0,0.0,0.26046615816929986,0.011042572854537152,224.76730542182924,4.4285858678714325,5
Merged2_normal,cylinder,fixed_CA,all,minimum_length_of_edges_of_AABB,minimum_bb_volume,3.0,0.0,0.2565899366693796,0.012051832875334416,3.0,0.0,0.2565899366693796,0.012051832875334416,229.16712427139282,5.512051109261914,5
Merged2_normal,cylinder,fixed_CA,all,minimum_length_of_edges_of_AABB,waste_overlap_distance,3.0,0.0,0.25261575492425903,0.010397662421103435,3.0,0.0,0.25261575492425903,0.010397662421103435,232.89774045944213,2.4754401097717507,5
Merged2_normal,cylinder,fixed_CA,all,minimum_volume_of_AABB,maximum_connected_space,3.0,0.0,0.24341374465703333,0.014591882546810046,3.0,0.0,0.24341374465703333,0.014591882546810046,231.43223161697387,5.879311233427514,5
Merged2_normal,cylinder,fixed_CA,all,minimum_volume_of_AABB,minimum_bb_volume,3.0,0.0,0.2588240483510035,0.007311629213266169,3.0,0.0,0.2588240483510035,0.007311629213266169,220.3110821723938,7.97860560364095,5
Merged2_normal,cylinder,fixed_CA,all,minimum_volume_of_AABB,waste_overlap_distance,3.0,0.0,0.25707355698482587,0.007542939177976185,3.0,0.0,0.25707355698482587,0.007542939177976185,225.43088545799256,3.2230281965293446,5
Merged2_normal,cylinder,fixed_CA,bottom,maximum_connected_space,maximum_connected_space,2.6,0.5477225575051661,0.2855774728512779,0.024491782485413907,2.6,0.5477225575051661,0.2855774728512779,0.024491782485413907,198.14766302108765,3.067871782710855,5
Merged2_normal,cylinder,fixed_CA,bottom,maximum_connected_space,minimum_bb_volume,2.6,0.5477225575051662,0.296188227627801,0.04500608768993446,2.6,0.5477225575051662,0.296188227627801,0.04500608768993446,192.43949270248413,3.7375774364686922,5
Merged2_normal,cylinder,fixed_CA,bottom,maximum_connected_space,waste_overlap_distance,2.2,0.4472135954999579,0.3034946388728993,0.029049059842904457,2.2,0.4472135954999579,0.3034946388728993,0.029049059842904457,197.01004114151002,1.829931185370625,5
Merged2_normal,cylinder,fixed_CA,bottom,minimum_length_of_edges_of_AABB,maximum_connected_space,2.6,0.5477225575051661,0.2855774728512779,0.024491782485413907,2.6,0.5477225575051661,0.2855774728512779,0.024491782485413907,195.58860759735109,4.13325108675562,5
Merged2_normal,cylinder,fixed_CA,bottom,minimum_length_of_edges_of_AABB,minimum_bb_volume,2.6,0.5477225575051662,0.30016240937292155,0.04051053224447438,2.6,0.5477225575051662,0.30016240937292155,0.04051053224447438,191.3953854560852,1.933115301433935,5
Merged2_normal,cylinder,fixed_CA,bottom,minimum_length_of_edges_of_AABB,waste_overlap_distance,2.6,0.5477225575051662,0.2898657310978846,0.028331051423705733,2.6,0.5477225575051662,0.2898657310978846,0.028331051423705733,195.6391658782959,1.594242475882211,5
Merged2_normal,cylinder,fixed_CA,bottom,minimum_volume_of_AABB,maximum_connected_space,2.8,0.4472135954999579,0.2711588459462106,0.009993651507294917,2.8,0.4472135954999579,0.2711588459462106,0.009993651507294917,194.7395297050476,2.452733917493851,5
Merged2_normal,cylinder,fixed_CA,bottom,minimum_volume_of_AABB,minimum_bb_volume,2.4,0.5477225575051661,0.3026839333953791,0.04226798519522684,2.4,0.5477225575051661,0.3026839333953791,0.04226798519522684,188.64946355819703,4.183929360342891,5
Merged2_normal,cylinder,fixed_CA,bottom,minimum_volume_of_AABB,waste_overlap_distance,2.4,0.5477225575051661,0.28827536843772783,0.016483919570962232,2.4,0.5477225575051661,0.28827536843772783,0.016483919570962232,194.70978331565857,4.028555507030307,5
Merged2_normal,cylinder,fixed_CA,bottom_top,maximum_connected_space,maximum_connected_space,2.6,0.5477225575051661,0.2858055915734099,0.024294867756280675,2.6,0.5477225575051661,0.2858055915734099,0.024294867756280675,204.59978342056274,4.524206901605219,5
Merged2_normal,cylinder,fixed_CA,bottom_top,maximum_connected_space,minimum_bb_volume,2.4,0.5477225575051661,0.3110433993086181,0.04388311762817959,2.4,0.5477225575051661,0.3110433993086181,0.04388311762817959,199.7887861251831,3.954645296642613,5
Merged2_normal,cylinder,fixed_CA,bottom_top,maximum_connected_space,waste_overlap_distance,2.4,0.5477225575051661,0.2875086480446262,0.02238271036770034,2.4,0.5477225575051661,0.2875086480446262,0.02238271036770034,208.0460662841797,6.661350290839782,5
Merged2_normal,cylinder,fixed_CA,bottom_top,minimum_length_of_edges_of_AABB,maximum_connected_space,2.2,0.447213595499958,0.30873490108716856,0.02933608948695593,2.2,0.447213595499958,0.30873490108716856,0.02933608948695593,203.18950753211976,2.9115384771236856,5
Merged2_normal,cylinder,fixed_CA,bottom_top,minimum_length_of_edges_of_AABB,minimum_bb_volume,2.6,0.5477225575051662,0.28612599272755757,0.03582672374458821,2.6,0.5477225575051662,0.28612599272755757,0.03582672374458821,202.0925859451294,3.6121063653584082,5
Merged2_normal,cylinder,fixed_CA,bottom_top,minimum_length_of_edges_of_AABB,waste_overlap_distance,2.6,0.5477225575051662,0.28393450058034586,0.02406635725094869,2.6,0.5477225575051662,0.28393450058034586,0.02406635725094869,203.0137571334839,4.787272118406296,5
Merged2_normal,cylinder,fixed_CA,bottom_top,minimum_volume_of_AABB,maximum_connected_space,2.8,0.4472135954999579,0.27352843456268605,0.006378305073810466,2.8,0.4472135954999579,0.27352843456268605,0.006378305073810466,201.71886200904845,3.769951126059858,5
Merged2_normal,cylinder,fixed_CA,bottom_top,minimum_volume_of_AABB,minimum_bb_volume,2.6,0.5477225575051661,0.27979357799233107,0.018470145822686898,2.6,0.5477225575051661,0.27979357799233107,0.018470145822686898,199.61660356521605,4.386323065408868,5
Merged2_normal,cylinder,fixed_CA,bottom_top,minimum_volume_of_AABB,waste_overlap_distance,2.4,0.5477225575051661,0.28827536843772783,0.016483919570962232,2.4,0.5477225575051661,0.28827536843772783,0.016483919570962232,205.3846122264862,2.1367859997209218,5
Merged3_normal,cube,BLF,bottom_left_filling,None,height_only,3.8,0.447213595499958,0.33007761580822803,0.030937198645317035,3.8,0.447213595499958,0.33007761580822803,0.030937198645317035,50.93742589950561,3.816543395532914,5
Merged3_normal,cube,fixed_CA,all,maximum_connected_space,maximum_connected_space,4.0,0.0,0.2994271892884138,0.018483344992482546,4.0,0.0,0.2994271892884138,0.018483344992482546,99.28090772628784,3.868893148536103,5
